record,speech,silence,noise,music
train_3442,93,6.85,0,0
train_3443,61,20.27,18.53,0
train_3444,51,6.15,8.24,34.73
train_3445,86,13.23,0.41,0
train_3446,81,17.07,2.09,0
train_3447,86,11.44,2.36,0
train_3448,86,11.91,2.4,0
train_3449,91,8.65,0.63,0
train_3450,79,19.19,1.78,0
train_3451,90,10.4,0,0
train_3452,86,13.67,0,0
train_3453,83,16.74,0,0
train_3454,92,7.74,0,0
train_3455,92,4.4,3.38,0
train_3456,72,3.83,23.81,0
train_3457,62,11.96,25.65,0
train_3458,84,8.69,7.47,0
train_3459,91,8.64,0.16,0
train_3460,66,33.89,0,0
train_3461,52,10.62,37.73,0
train_3462,90,5.84,3.9,0
train_3463,87,12.09,1.26,0
train_3464,93,6.69,0,0
train_3465,92,7.19,1.08,0
train_3466,64,15.58,20.4,0
train_3467,80,16.54,3.27,0
train_3468,98,1.83,0.56,0
train_3469,73,15.57,11.87,0
train_3470,91,8.8,0,0
train_3471,32,0,68.35,0
train_3472,89,9.06,1.49,0
train_3473,73,9.75,17.43,0
train_3474,68,17.25,14.47,0
train_3475,80,19.09,0.47,0
train_3476,52,38,10.06,0
train_3477,78,10.45,11.07,0
train_3478,84,16.11,0,0
train_3479,82,15.12,2.88,0
train_3480,93,4.84,2.53,0
train_3481,62,26.07,11.98,0
train_3482,80,6.15,13.92,0
train_3483,80,18.18,2.11,0
train_3484,83,12.46,4.08,0
train_3485,92,5.33,2.6,0
train_3486,95,5.33,0,0
train_3487,85,11.78,3.53,0
train_3488,85,9.83,5.35,0
train_3489,91,8.55,0,0
train_3490,69,9.01,22.22,0
train_3491,83,13.48,3.86,0
train_3492,85,14.61,0.4,0
train_3493,79,3.38,17.54,0
train_3494,74,7.85,12.34,6.2
train_3495,91,7.15,1.56,0
train_3496,96,3.89,0,0
train_3497,70,17.1,12.84,0
train_3498,88,11.66,0,0
train_3499,86,14.24,0,0
train_3500,62,0,37.78,0
train_3501,85,15.46,0,0
train_3502,85,8.34,6.89,0
train_3503,83,15.66,1.25,0
train_3504,82,16.51,1.44,0
train_3505,92,5.32,2.71,0
train_3506,55,12.94,14.85,17.51
train_3507,75,0.64,23.96,0
train_3508,91,5.66,3.66,0
train_3509,64,8.66,27.35,0
train_3510,85,14.69,0,0
train_3511,69,20.03,10.84,0
train_3512,95,0,5.42,0
train_3513,94,4.79,0.82,0
train_3514,88,10.89,1.4,0
train_3515,89,10.72,0,0
train_3516,90,10.38,0,0
train_3517,88,11.87,0,0
train_3518,74,7.48,18.9,0
train_3519,57,42.63,0.68,0
train_3520,51,15.73,33.69,0
train_3521,73,15.33,11.73,0
train_3522,49,5.92,45.49,0
train_3523,83,12.23,4.49,0
train_3524,69,31.21,0,0
train_3525,85,13.21,1.43,0
train_3526,96,3.63,0,0
train_3527,86,10.45,0,3.34
train_3528,89,10.56,0,0
train_3529,25,12.87,62.36,0
train_3530,95,2.18,2.92,0
train_3531,51,9.95,18.04,21.47
train_3532,12,0,88.07,0
train_3533,88,11.36,0.72,0
train_3534,71,16.78,12.01,0
train_3535,92,7.79,0,0
train_3536,86,14.48,0,0
train_3537,91,8.93,0,0
train_3538,50,30.95,18.67,0
train_3539,85,14.55,0.46,0
train_3540,19,13.9,66.62,0
train_3541,94,5.67,0,0
train_3542,14,14.49,71.05,0
train_3543,81,4.78,13.84,0
train_3544,94,5.83,0,0
train_3545,76,2.94,20.68,0
train_3546,85,14.57,0,0
train_3547,86,0,14.21,0
train_3548,75,24.93,0,0
train_3549,81,11.39,7.29,0
train_3550,92,7.52,0.57,0
train_3551,79,20.25,0.39,0
train_3552,54,22.75,15.83,7.31
train_3553,63,9.24,0,27.83
train_3554,89,11.21,0.12,0
train_3555,73,15.6,10.74,0.39
train_3556,91,7.14,2.23,0
train_3557,91,5.89,2.69,0
train_3558,93,7.21,0,0
train_3559,90,10.28,0,0
train_3560,31,5.76,18.45,44.48
train_3561,88,11.89,0,0
train_3562,68,5.11,26.37,0
train_3563,85,14.76,0,0
train_3564,87,6.15,6.81,0
train_3565,91,9.33,0,0
train_3566,95,2.43,2.6,0
train_3567,88,11.87,0.53,0
train_3568,75,7.37,17.37,0
train_3569,89,5.53,5.88,0
train_3570,92,6.03,1.61,0
train_3571,41,0,59.19,0
train_3572,83,8.46,7.45,1.42
train_3573,78,17.42,4.93,0
train_3574,91,9.1,0,0
train_3575,95,4.69,0,0
train_3576,93,6.83,0.16,0
train_3577,77,20.88,2.19,0
train_3578,85,13.97,0.65,0
train_3579,66,8.93,24.62,0
train_3580,88,12.28,0,0
train_3581,91,9.18,0,0
train_3582,13,29.72,57.01,0
train_3583,82,18.44,0,0
train_3584,22,8.35,25.58,43.58
train_3585,83,12.29,4.67,0
train_3586,40,0,53.56,6.5
train_3587,93,6.49,0,0
train_3588,84,16.21,0,0
train_3589,75,8.92,16.41,0
train_3590,86,13.73,0,0
train_3591,56,35.59,8.04,0
train_3592,67,16.42,15.36,1.05
train_3593,61,22.31,16.32,0
train_3594,63,13.23,24.02,0
train_3595,54,35.76,10.13,0
train_3596,91,9.39,0,0
train_3597,97,0.93,1.91,0
train_3598,72,18.13,10.32,0
train_3599,34,11.76,10.5,43.3
train_3600,86,7.89,5.61,0
train_3601,81,2.65,15.96,0
train_3602,61,37.3,1.97,0
train_3603,91,8.6,0,0
train_3604,75,25.39,0,0
train_3605,95,4.88,0,0
train_3606,89,10.46,0,0
train_3607,90,10.12,0,0
train_3608,85,12.55,2.48,0
train_3609,72,2.06,25.92,0
train_3610,86,6.47,7.42,0
train_3611,86,14.28,0,0
train_3612,91,8.99,0.19,0
train_3613,51,8.37,35.67,5.42
train_3614,84,16.19,0,0
train_3615,78,21.54,0.2,0.34
train_3616,55,9.54,35.59,0
train_3617,82,16.32,1.4,0
train_3618,71,25.72,2.96,0
train_3619,47,23.27,29.94,0
train_3620,75,22.27,2.26,0
train_3621,59,9.33,31.84,0
train_3622,86,8.1,5.99,0
train_3623,54,4.05,41.77,0
train_3624,85,11.93,2.58,0
train_3625,70,24.6,5.02,0
train_3626,76,11.44,12.84,0
train_3627,61,6.56,32.46,0
train_3628,66,30.01,3.83,0
train_3629,88,11.77,0,0
train_3630,80,10.64,1.53,7.5
train_3631,82,16.93,1.08,0
train_3632,42,14.53,42.56,1.29
train_3633,88,11.31,0.37,0
train_3634,87,7.52,5.78,0
train_3635,84,16.05,0,0
train_3636,86,12.05,1.65,0
train_3637,79,20.77,0,0
train_3638,91,3.06,4.85,0.83
train_3639,84,13.83,1.75,0
train_3640,85,15,0,0
train_3641,75,25.36,0,0
train_3642,79,14.58,6.89,0
train_3643,55,7.29,37.2,0
train_3644,87,13.05,0,0
train_3645,89,11.07,0,0
train_3646,87,9.17,3.85,0
train_3647,83,14.35,2.71,0
train_3648,89,7.4,3.56,0
train_3649,93,5.88,0.82,0
train_3650,82,13.91,3.63,0
train_3651,64,11.48,24.29,0
train_3652,87,12.98,0,0
train_3653,84,16.2,0,0
train_3654,91,8.83,0,0
train_3655,85,15.45,0,0
train_3656,93,6.6,0,0
train_3657,82,6.66,10.92,0
train_3658,78,19.26,3.19,0
train_3659,84,15.58,0,0
train_3660,94,6.37,0.03,0
train_3661,96,4.09,0,0
train_3662,80,17.27,2.63,0
train_3663,88,12.2,0,0
train_3664,79,19.55,1.13,0
train_3665,84,13.51,0,2.61
train_3666,80,12.41,8.08,0
train_3667,90,8.74,1.43,0
train_3668,89,10.97,0,0
train_3669,41,11.56,38.63,8.94
train_3670,90,10.26,0,0
train_3671,80,14.65,5.44,0
train_3672,91,9.09,0,0
train_3673,92,7.89,0,0
train_3674,95,3.69,0.91,0
train_3675,34,6.1,59.68,0
train_3676,94,1.54,4.12,0
train_3677,93,6.68,0.17,0
train_3678,70,18.21,12.22,0
train_3679,89,9.56,1.18,0
train_3680,73,11.15,16.25,0
train_3681,67,2.23,30.58,0
train_3682,94,6.19,0,0
train_3683,97,2.98,0,0
train_3684,34,27.49,36.89,1.3
train_3685,96,3.72,0.41,0
train_3686,77,9.21,14.22,0
train_3687,73,7.94,17.68,1.43
train_3688,87,12.51,0.72,0
train_3689,76,2.3,21.52,0
train_3690,80,17.71,0.5,1.64
train_3691,99,0.79,0,0
train_3692,87,10.94,2.07,0
train_3693,87,13.38,0,0
train_3694,72,8.72,19.55,0
train_3695,84,13.25,2.81,0
train_3696,84,16.4,0,0
train_3697,67,30.7,2.5,0
train_3698,62,2.33,36.12,0
train_3699,93,6.33,0.37,0
train_3700,85,15,0,0
train_3701,82,13.72,1.72,2.76
train_3702,89,8.05,2.6,0
train_3703,57,18.53,24.6,0
train_3704,80,16.77,3.43,0
train_3705,82,18.47,0,0
train_3706,83,15.74,0.82,0
train_3707,77,18.8,3.88,0
train_3708,86,3.02,10.95,0
train_3709,83,16.61,0,0
train_3710,70,8.82,21.52,0
train_3711,97,3.07,0,0
train_3712,96,0,3.53,0
train_3713,87,11.55,1.35,0
train_3714,87,9.03,4.33,0
train_3715,78,21.13,0.93,0
train_3716,74,12.02,13.71,0
train_3717,65,8.3,26.79,0
train_3718,95,3.56,1.1,0
train_3719,93,7.07,0,0
train_3720,92,4.8,3.36,0
train_3721,94,4.73,1.28,0
train_3722,7,6.17,87.22,0
train_3723,10,44.81,45.02,0
train_3724,90,10.02,0,0
train_3725,70,10.04,20.16,0
train_3726,71,27.16,2.15,0
train_3727,57,7.06,36.1,0
train_3728,96,2.9,0.59,0
train_3729,91,8.7,0,0
train_3730,36,0,63.92,0
train_3731,81,7.06,12.16,0
train_3732,58,23.07,1.17,18.14
train_3733,80,14.5,4.97,0
train_3734,93,3.85,2.7,0
train_3735,78,6.27,15.27,0
train_3736,94,5.79,0,0
train_3737,96,4.09,0,0
train_3738,87,13.36,0,0
train_3739,63,19.63,8.85,8.94
train_3740,86,14.4,0,0
train_3741,0,0,99.94,0
train_3742,76,17.42,1.04,5.08
train_3743,87,13.32,0,0
train_3744,95,4.89,0,0
train_3745,88,10.87,0.88,0
train_3746,92,8.21,0.27,0
train_3747,52,26.52,21.47,0
train_3748,93,2.67,4.31,0
train_3749,88,12.37,0,0
train_3750,92,4.09,3.42,0
train_3751,80,15.99,4.07,0
train_3752,89,7.43,4,0
train_3753,68,12.42,19.49,0
train_3754,54,45.77,0,0
train_3755,71,13.04,15.97,0
train_3756,94,5.9,0,0
train_3757,92,8.06,0,0
train_3758,46,11.49,42.02,0
train_3759,67,21.48,11.05,0
train_3760,83,4.17,12.87,0
train_3761,82,0,17.93,0
train_3762,61,22.82,14.23,1.51
train_3763,86,13.91,0.4,0
train_3764,85,14.5,0.71,0
train_3765,92,7.47,0.39,0
train_3766,84,11.96,4.34,0
train_3767,66,14.9,18.77,0
train_3768,92,7.87,0,0
train_3769,84,15.5,0.84,0
train_3770,56,40.5,3.77,0
train_3771,96,1.33,2.81,0
train_3772,87,11.41,1.93,0
train_3773,42,21.23,36.47,0
train_3774,93,6.28,1.14,0
train_3775,87,10.06,2.91,0
train_3776,83,15.87,0.65,0
train_3777,93,5.08,1.51,0
train_3778,96,3.75,0.25,0
train_3779,96,4.17,0.19,0
train_3780,84,15.24,0.53,0
train_3781,55,0.75,44.47,0
train_3782,91,8.91,0,0
train_3783,70,26.41,3.16,0
train_3784,91,8.86,0,0
train_3785,87,12.51,0,0
train_3786,56,12.69,30.83,0
train_3787,66,12.04,17.63,4.22
train_3788,89,10.08,1.26,0
train_3789,91,8.5,0,0
train_3790,58,10.18,31.33,0
train_3791,92,6.06,1.77,0
train_3792,95,2.83,2.5,0
train_3793,88,8.42,3.65,0
train_3794,94,6.03,0,0
train_3795,92,3.91,4.38,0
train_3796,92,6.39,1.82,0
train_3797,94,5.8,0,0
train_3798,96,3.79,0,0
train_3799,90,10.26,0,0
train_3800,96,4.41,0,0
train_3801,91,8.47,0,0
train_3802,91,8.76,0,0
train_3803,80,0.91,18.76,0
train_3804,91,2.62,5.97,0
train_3805,88,11.59,0,0
train_3806,55,11.76,4,29.08
train_3807,86,13.02,1.28,0
train_3808,74,14.94,8.07,3.06
train_3809,98,0.92,0.85,0
train_3810,60,8.45,25.94,5.48
train_3811,15,3.04,81.55,0
train_3812,24,8.78,67.68,0
train_3813,77,12.4,11.01,0
train_3814,69,10.33,5.91,14.27
train_3815,78,18.37,3.29,0
train_3816,81,16.33,0.79,2.1
train_3817,64,6.47,28.5,0.62
train_3818,85,14.98,0,0
train_3819,66,6.19,28.01,0
train_3820,77,18.87,4.57,0
train_3821,85,14.37,1.06,0
train_3822,91,7.26,1.53,0
train_3823,86,12.32,1.76,0
train_3824,79,13.81,7.06,0
train_3825,86,12.32,1.66,0
train_3826,71,0,29.01,0
train_3827,55,0,44.77,0
train_3828,91,3.89,5.51,0
train_3829,70,16.56,12.45,1.24
train_3830,74,12.32,13.18,0
train_3831,54,9.28,36.29,0
train_3832,91,8.96,0.26,0
train_3833,87,11.73,1.32,0
train_3834,57,0,42.93,0
train_3835,97,3.01,0,0
train_3836,85,14.67,0,0
train_3837,85,13.99,0.57,0
train_3838,98,1.96,0,0
train_3839,87,13.14,0,0
train_3840,89,4.88,6.07,0
train_3841,62,2.63,35.5,0
train_3842,84,16.31,0,0
train_3843,32,9.77,58.11,0
train_3844,91,9.4,0,0
train_3845,90,10.08,0.1,0
train_3846,60,5.68,34.08,0
train_3847,85,14.5,0,0
train_3848,88,12.04,0,0
train_3849,94,6.27,0,0
train_3850,69,3.39,24.73,2.42
train_3851,52,9.87,38.03,0
train_3852,82,12.23,5.29,0
train_3853,78,3.96,17.95,0
train_3854,87,12.65,0.42,0
train_3855,89,10.29,0.42,0
train_3856,77,12.23,10.92,0
train_3857,75,22.59,2.83,0
train_3858,85,15.4,0,0
train_3859,59,16.82,20.64,3.33
train_3860,94,5.87,0,0
train_3861,98,2.43,0,0
train_3862,85,6.57,7.92,0
train_3863,45,30.79,7.6,16.38
train_3864,96,4.03,0,0
train_3865,89,7.32,3.81,0
train_3866,87,12.02,0,0.59
train_3867,94,6,0.2,0
train_3868,82,18.29,0,0
train_3869,90,9.89,0,0
train_3870,94,6.32,0,0
train_3871,90,10.38,0,0
train_3872,27,3.74,63.98,5.58
train_3873,88,12.12,0,0
train_3874,67,11.08,22.02,0
train_3875,62,1.38,36.44,0
train_3876,63,36.77,0,0
train_3877,81,5.19,1.41,12.28
train_3878,87,13.19,0,0
train_3879,91,9.23,0,0
train_3880,88,11.64,0.58,0
train_3881,92,5.32,2.19,0
train_3882,62,37.63,0,0
train_3883,80,13.41,0,7.04
train_3884,80,19.49,0,0
train_3885,91,8.94,0,0
train_3886,92,8.08,0,0
train_3887,91,8.96,0,0
train_3888,90,9.73,0.21,0
train_3889,83,16.46,0,0
train_3890,93,6.96,0.48,0
train_3891,63,10.79,26.42,0
train_3892,92,7.4,0.32,0
train_3893,25,4.27,65.03,5.27
train_3894,73,14.96,12.2,0
train_3895,91,8.79,0.51,0
train_3896,87,4.83,8.12,0
train_3897,79,20.52,0,0
train_3898,64,15.09,21.31,0
train_3899,88,11.54,0.07,0
train_3900,5,5.04,6.16,84.1
train_3901,76,17.66,5.51,0.6
train_3902,86,14.2,0,0
train_3903,91,8.48,0,0
train_3904,91,8.99,0,0
train_3905,95,1.35,3.51,0
train_3906,19,13.57,60.12,7.67
train_3907,9,0,91.48,0
train_3908,76,22.24,1.76,0
train_3909,56,24.98,8.67,10.45
train_3910,55,2.01,43.31,0
train_3911,33,10.12,3.65,52.95
train_3912,79,1.82,18.77,0
train_3913,76,22.72,1.21,0
train_3914,67,16.79,16.36,0
train_3915,85,9.77,4.11,0.97
train_3916,97,3.41,0,0
train_3917,47,4.7,0.42,47.94
train_3918,96,4.3,0,0
train_3919,81,12.45,6.88,0
train_3920,93,6.79,0,0
train_3921,81,12.04,7.05,0
train_3922,27,25.49,47.12,0
train_3923,93,7.06,0,0
train_3924,80,13.99,5.95,0
train_3925,94,5.76,0,0
train_3926,96,4.36,0,0
train_3927,83,16.15,0.94,0
train_3928,85,15.27,0,0
train_3929,88,8.78,3.64,0
train_3930,57,20.07,4.87,17.88
train_3931,90,10.07,0,0
train_3932,94,6.3,0,0
train_3933,54,12.13,21.21,12.81
train_3934,8,0,90.49,1.26
train_3935,73,4.64,9.51,12.85
train_3936,82,17.7,0,0
train_3937,83,17.19,0,0
train_3938,49,6.1,45.17,0
train_3939,83,17.02,0,0
train_3940,44,15.48,40.75,0
train_3941,82,17.67,0.31,0
train_3942,77,22.49,0.58,0
train_3943,85,8.69,0.71,5.48
train_3944,0,4.08,95.91,0
train_3945,13,7.56,55.39,24.31
train_3946,88,12.26,0,0
train_3947,71,11.43,17.07,0
train_3948,92,8.09,0,0
train_3949,81,11.74,7.73,0
train_3950,82,17.06,0.46,0
train_3951,72,2.27,25.57,0
train_3952,79,15.05,6.28,0
train_3953,92,7.76,0,0
train_3954,50,29.2,20.55,0
train_3955,59,8.73,32.64,0
train_3956,54,34.63,11.79,0
train_3957,48,0,39.28,13.05
train_3958,76,7.29,17,0
train_3959,95,5.29,0,0
train_3960,83,13.5,3.73,0
train_3961,26,23,50.92,0
train_3962,21,12.34,0,66.2
train_3963,84,16.39,0,0
train_3964,22,29.58,48.09,0
train_3965,94,5.69,0.36,0
train_3966,80,6.15,6.23,8.08
train_3967,66,15.8,18.63,0
train_3968,84,15.2,1.21,0
train_3969,61,29.53,9.75,0
train_3970,94,5.51,0,0
train_3971,88,11.54,0.63,0
train_3972,90,8.42,1.14,0
train_3973,77,14.89,8.31,0
train_3974,54,35.18,10.63,0
train_3975,43,0,56.7,0
train_3976,52,3.57,44.8,0
train_3977,86,7.8,5.73,0
train_3978,91,9,0,0
train_3979,28,3.4,40.71,27.7
train_3980,77,13.38,9.46,0
train_3981,75,22.05,3.24,0
train_3982,61,11.84,26.99,0
train_3983,97,3.32,0,0
train_3984,79,18.59,2.12,0
train_3985,77,0.37,22.93,0
train_3986,92,7.74,0.71,0
train_3987,90,10.13,0,0
train_3988,77,19.48,3.02,0
train_3989,92,8.17,0,0
train_3990,61,17.98,21.14,0
train_3991,47,9.92,43.49,0
train_3992,0,30.07,69.9,0
train_3993,55,36.9,8.53,0
train_3994,0,29.17,70.79,0
train_3995,66,25.6,8.27,0
train_3996,94,6.27,0,0
train_3997,78,10.06,2.21,10.12
train_3998,51,8.1,41.22,0
train_3999,91,9.22,0,0
train_4000,84,10.72,5.65,0
train_4001,67,32.99,0,0
train_4002,0,0,99.95,0
train_4003,17,0,83.43,0
train_4004,45,0,55.22,0
train_4005,72,18.55,3.43,5.98
train_4006,65,15.68,19.29,0
train_4007,91,6.56,2.69,0
train_4008,81,18.5,0,0
train_4009,61,6.46,32.83,0
train_4010,56,10.26,33.69,0
train_4011,54,7.95,37.71,0
train_4012,54,30.18,15.85,0
train_4013,82,10.39,7.67,0
train_4014,83,14.98,1.56,0
train_4015,91,8.68,0,0
train_4016,44,3.12,52.59,0
train_4017,77,21.87,0.62,0
train_4018,93,5.94,0.66,0
train_4019,28,37.73,32.76,1.29
train_4020,64,18.3,13.25,4.23
train_4021,33,13.56,53.6,0
train_4022,91,8.99,0,0
train_4023,77,7.69,15.37,0
train_4024,82,12.16,5.65,0
train_4025,65,34.84,0,0
train_4026,86,6.23,7.34,0
train_4027,93,5.85,1.36,0
train_4028,89,9.03,2.08,0
train_4029,91,9.16,0,0
train_4030,89,10.91,0,0
train_4031,74,23.11,3.32,0
train_4032,72,10.68,12.49,5.23
train_4033,81,2.74,16.37,0
train_4034,95,4.93,0,0
train_4035,66,16.25,18.22,0
train_4036,97,3.04,0,0
train_4037,71,15,13.98,0
train_4038,88,11.9,0.17,0
train_4039,91,4.1,4.46,0
train_4040,85,11.99,3.12,0
train_4041,65,9.39,25.65,0
train_4042,15,1.09,56.6,27.62
train_4043,84,15.69,0,0
train_4044,91,9.02,0,0
train_4045,86,11.32,2.73,0
train_4046,95,4.92,0,0
train_4047,85,8.57,6.83,0
train_4048,82,4.68,12.84,0
train_4049,43,20.98,36.15,0
train_4050,93,1.98,4.53,0
train_4051,85,14.72,0,0
train_4052,79,7.31,13.74,0
train_4053,84,7.06,5.53,2.95
train_4054,73,13.45,13.59,0
train_4055,87,9.3,3.96,0
train_4056,84,15.87,0,0
train_4057,86,11.64,1.86,0
train_4058,53,4.56,42.11,0
train_4059,74,13.35,12.92,0
train_4060,78,13.69,8.66,0
train_4061,82,14.1,3.93,0
train_4062,71,28.73,0,0
train_4063,93,7.04,0,0
train_4064,82,15.22,3.2,0
train_4065,87,12.65,0.67,0
train_4066,93,7.21,0,0
train_4067,23,0,62.63,13.9
train_4068,69,21.11,9.46,0
train_4069,73,15.37,5.17,6.16
train_4070,50,19.88,29.72,0
train_4071,51,17.23,18.66,12.65
train_4072,91,5.69,3.62,0
train_4073,66,15.8,18.15,0
train_4074,89,10.72,0,0
train_4075,68,31.02,0.78,0
train_4076,87,12.21,1.07,0
train_4077,72,26.36,1.9,0
train_4078,96,3.81,0,0
train_4079,85,11.82,2.75,0
train_4080,59,29.83,11.37,0
train_4081,87,12.31,0.24,0
train_4082,73,20.89,1.86,3.8
train_4083,74,11.43,14.08,0
train_4084,82,12.3,4.71,1.25
train_4085,83,16.94,0,0
train_4086,84,15.77,0,0
train_4087,48,9.18,0,42.65
train_4088,72,11.29,13.98,2.61
train_4089,83,12.16,4.42,0
train_4090,47,0,52.59,0
train_4091,96,3.57,0,0
train_4092,88,12.02,0.31,0
train_4093,47,1.62,51.77,0
train_4094,94,1.21,5.12,0
train_4095,96,2.84,0.88,0
train_4096,69,6.46,24.83,0
train_4097,66,15.68,18.71,0
train_4098,43,19.16,37.6,0
train_4099,79,15.9,5.35,0
train_4100,88,11.46,0,0
train_4101,82,4.51,13.36,0
train_4102,47,29.71,23.03,0
train_4103,85,13.9,1.02,0
train_4104,87,12.28,0.81,0
train_4105,92,5.02,3.33,0
train_4106,92,5.47,2.15,0
train_4107,79,20.54,0,0
train_4108,88,11.78,0.3,0
train_4109,64,33.86,1.87,0
train_4110,85,7.6,7.09,0
train_4111,57,14.73,28.08,0
train_4112,74,23.91,2.24,0
train_4113,75,10.47,14.03,0
train_4114,76,21.48,2.2,0
train_4115,86,13.75,0,0
train_4116,93,6.91,0,0
train_4117,77,23.34,0,0
train_4118,52,27.29,11.84,8.54
train_4119,81,16.96,2.01,0
train_4120,87,13.32,0,0
train_4121,65,33.89,0.78,0
train_4122,2,0.61,89.86,7.51
train_4123,89,10,0.82,0
train_4124,99,1.12,0,0
train_4125,73,21.28,5.52,0
train_4126,74,9.88,16.28,0
train_4127,75,23.66,0.95,0
train_4128,95,2.5,2.37,0
train_4129,85,4.1,4.39,6.28
train_4130,91,9.11,0,0
train_4131,43,51.54,5.5,0
train_4132,73,20.84,6.6,0
train_4133,77,22.55,0,0
train_4134,67,3.44,29.79,0
train_4135,83,12.32,4.38,0
train_4136,71,15.18,13.83,0
train_4137,51,18.73,30.71,0
train_4138,27,4.51,64.65,3.7
train_4139,70,20.24,3.55,6.21
train_4140,77,19.19,3.73,0
train_4141,42,2.37,32.77,22.64
train_4142,95,5.1,0,0
train_4143,76,21.07,2.56,0
train_4144,82,17.52,0,0
train_4145,93,6.12,0.39,0
train_4146,71,21.62,7.46,0
train_4147,40,16.16,0.51,43.47
train_4148,93,6.96,0,0
train_4149,45,11.27,43.97,0
train_4150,84,12.75,3.68,0
train_4151,91,6.5,2.94,0
train_4152,74,24.57,1.01,0
train_4153,82,18.44,0,0
train_4154,89,9.61,1.43,0
train_4155,85,11.03,4.2,0
train_4156,78,15.64,6.59,0
train_4157,91,8.61,0,0
train_4158,99,1.01,0,0
train_4159,88,11.94,0,0
train_4160,72,27.87,0,0
train_4161,74,9.56,3.19,12.96
train_4162,88,1.82,10.22,0
train_4163,88,11.73,0,0
train_4164,79,21.35,0,0
train_4165,65,22.73,12.16,0
train_4166,94,5.55,0,0
train_4167,95,5.16,0,0
train_4168,55,4.27,40.97,0
train_4169,90,9.78,0.51,0
train_4170,84,16.33,0,0
train_4171,75,14.54,10.88,0
train_4172,92,7.89,0,0
train_4173,88,11.52,0,0
train_4174,74,15.38,10.75,0
train_4175,85,15.31,0,0
train_4176,91,5.97,2.29,1.22
train_4177,79,19.23,2.03,0
train_4178,55,21.31,23.48,0
train_4179,88,12.4,0,0
train_4180,66,22.77,10.34,1.21
train_4181,92,7.72,0,0
train_4182,80,10.58,9.63,0
train_4183,82,13.4,4.25,0
train_4184,92,7.48,0,0
train_4185,96,3.73,0,0
train_4186,91,9.34,0,0
train_4187,86,6.71,7.49,0
train_4188,59,27.41,13.91,0
train_4189,85,14.78,0,0
train_4190,93,7.06,0.37,0
train_4191,31,14.08,37.1,18.12
train_4192,97,0.76,2.19,0
train_4193,90,9.06,0.59,0
train_4194,85,14.94,0,0
train_4195,96,3.56,0,0
train_4196,94,5.13,1.32,0
train_4197,88,11.53,0,0
train_4198,52,26.01,2.34,19.16
train_4199,90,10.47,0,0
train_4200,91,4.92,3.61,0
train_4201,77,3.16,19.58,0
train_4202,91,8.96,0,0
train_4203,96,0.76,3.2,0
train_4204,23,16.18,34.38,26
train_4205,70,30.44,0,0
train_4206,47,14.62,38.21,0
train_4207,90,10.32,0,0
train_4208,71,28.09,1.31,0
train_4209,20,8.1,49.42,22.48
train_4210,55,18.53,26.73,0
train_4211,80,15.36,4.27,0
train_4212,89,10.97,0,0
train_4213,86,9.6,3.88,0
train_4214,39,9.52,51.55,0
train_4215,67,30.34,3.12,0
train_4216,78,19.95,2.08,0
train_4217,82,18.24,0,0
train_4218,66,15.36,18.18,0
train_4219,30,1.51,68.67,0
train_4220,92,7.44,0,0
train_4221,84,16.32,0,0
train_4222,95,3.53,1.25,0
train_4223,61,7.4,31.97,0
train_4224,92,8.2,0,0
train_4225,97,3.14,0,0
train_4226,63,26.02,7.13,4.2
train_4227,37,5.49,57.54,0
train_4228,67,28.19,4.87,0
train_4229,68,14.86,13.87,3.49
train_4230,65,29.13,5.5,0
train_4231,84,14.17,1.87,0
train_4232,86,10.84,3.6,0
train_4233,81,18.54,0.29,0
train_4234,84,15.92,0.2,0
train_4235,54,30.53,15.23,0
train_4236,21,3.4,63.66,12.08
train_4237,70,19.64,9.82,0
train_4238,78,3.64,18.53,0
train_4239,32,0,68.33,0
train_4240,89,11.09,0,0
train_4241,83,17.24,0,0
train_4242,88,8.89,2.78,0
train_4243,82,17.58,0,0
train_4244,51,14.83,34,0
train_4245,80,18.49,1.54,0
train_4246,61,16.97,20.46,1.24
train_4247,95,5.19,0,0
train_4248,86,13.26,0.53,0
train_4249,83,15.92,1,0
train_4250,2,0.2,96.8,1.27
train_4251,45,12.12,23.92,18.48
train_4252,52,12.37,35.24,0
train_4253,77,17.97,4.66,0
train_4254,88,12.02,0,0
train_4255,94,5.9,0.16,0
train_4256,65,0,34.84,0
train_4257,79,17.2,3.85,0
train_4258,86,13.4,0.94,0
train_4259,92,6.06,1.76,0
train_4260,84,14.52,1.45,0
train_4261,92,8.05,0.29,0
train_4262,26,15.86,57.82,0
train_4263,67,12.74,20.23,0
train_4264,94,5.64,0.55,0
train_4265,51,7.89,40.77,0
train_4266,86,13.39,0.21,0
train_4267,90,8.18,2.11,0
train_4268,79,15.09,5.6,0
train_4269,91,9.02,0,0
train_4270,19,0,80.97,0
train_4271,64,14.3,6.84,14.69
train_4272,84,15.29,0.34,0
train_4273,69,25.7,5.71,0
train_4274,91,8.69,0,0
train_4275,86,14.48,0,0
train_4276,82,17.32,0.32,0
train_4277,84,8.02,7.61,0
train_4278,92,6.88,0.73,0
train_4279,93,6.87,0.48,0
train_4280,96,3.17,1.21,0
train_4281,76,24.21,0,0
train_4282,90,9.84,0.51,0
train_4283,66,1.09,32.52,0
train_4284,93,5.75,1.67,0
train_4285,86,13.89,0.22,0
